Unnamed: 0,Name,Comment,Likes,Reply_Count,Time,date,hour,month,Tokenize,stemmed,compound,neg,neu,pos,polarity,subjectivity,empath_score,Reply_Class,Like_Class,sentiment_status
59,Arindam Bhattacharya,arre yeh toh grahan wali actress hai,0,0,2021-09-01T16:42:38Z,1,16,9,"['arre', 'yeh', 'toh', 'grahan', 'wali', 'actress', 'hai']","['arr', 'yeh', 'toh', 'grahan', 'wali', 'actress', 'hai']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neu
60,STARBOY Gaming,it was so nice,0,0,2021-09-01T13:24:35Z,1,13,9,"['it', 'was', 'so', 'nice']","['it', 'was', 'so', 'nice']",0.5598,0.0,0.45299999999999996,0.547,0.6,1.0,0.5,0,0,pos
61,LIKHITH B,happy that i built a huge empire with a little salary,0,0,2021-09-01T13:24:35Z,1,13,9,"['happy', 'that', 'i', 'built', 'a', 'huge', 'empire', 'with', 'a', 'little', 'salary']","['happi', 'that', 'i', 'built', 'a', 'huge', 'empir', 'with', 'a', 'littl', 'salari']",0.7184,0.0,0.5,0.5,0.3375000000000001,0.7999999999999999,2.4545454545454537,0,0,neu
62,Kamaljit Singh,what a creativity,0,0,2021-09-01T08:21:15Z,1,8,9,"['what', 'a', 'creativity']","['what', 'a', 'creativ']",0.3818,0.0,0.278,0.722,0.0,0.0,0.3333333333333333,0,0,pos
63,Purnima Dey,loved it,0,0,2021-09-01T08:21:15Z,1,8,9,"['loved', 'it']","['love', 'it']",0.5994,0.0,0.204,0.7959999999999999,0.7,0.8,1.0,0,0,pos
64,mz,a women can also be a salary,0,0,2021-08-31T04:41:11Z,31,4,8,"['a', 'women', 'can', 'also', 'be', 'a', 'salary']","['a', 'women', 'can', 'also', 'be', 'a', 'salari']",0.0,0.0,1.0,0.0,0.0,0.0,1.2857142857142854,0,0,neu
65,fan bollywood me,salary was too cute i loved him,0,0,2021-08-31T04:41:11Z,31,4,8,"['salary', 'was', 'too', 'cute', 'i', 'loved', 'him']","['salari', 'was', 'too', 'cute', 'i', 'love', 'him']",0.7845,0.0,0.36700000000000005,0.633,0.6,0.9,2.1428571428571423,0,0,pos
66,Fatema,i think this person name is boyfriend,0,0,2021-08-29T02:03:32Z,29,2,8,"['i', 'think', 'this', 'person', 'name', 'is', 'boyfriend']","['i', 'think', 'this', 'person', 'name', 'is', 'boyfriend']",0.0,0.0,1.0,0.0,0.0,0.0,0.42857142857142855,0,0,neu
67,T E J,imagine when balance is at 0,0,0,2021-08-29T02:03:32Z,29,2,8,"['imagine', 'when', 'balance', 'is', 'at', '0']","['imagin', 'when', 'balanc', 'is', 'at', '0']",0.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0,0,neu
68,Rakhi Sarkar,wow bohut acha laga,0,0,2021-08-28T15:27:48Z,28,15,8,"['wow', 'bohut', 'acha', 'laga']","['wow', 'bohut', 'acha', 'laga']",0.5859,0.0,0.441,0.5589999999999999,0.1,1.0,0.25,0,0,pos
69,Aditya M,such a chick yaar,0,0,2021-08-28T15:27:48Z,28,15,8,"['such', 'a', 'chick', 'yaar']","['such', 'a', 'chick', 'yaar']",0.0,0.0,1.0,0.0,0.0,0.5,0.5,0,0,neu
70,inspirational mini me,sach m itni cute meri sallry ho to main to kabhi bhi usko damage na hone du such m y bhot emotional tha us cute se ladke ko itni buri condition m dekhna btw story osm fabulous maine ise phle dekha tha pr jab nazron ke samne ata hai to dekh hi leti hu,0,0,2021-08-28T08:53:49Z,28,8,8,"['sach', 'm', 'itni', 'cute', 'meri', 'sallry', 'ho', 'to', 'main', 'to', 'kabhi', 'bhi', 'usko', 'damage', 'na', 'hone', 'du', 'such', 'm', 'y', 'bhot', 'emotional', 'tha', 'us', 'cute', 'se', 'ladke', 'ko', 'itni', 'buri', 'condition', 'm', 'dekhna', 'btw', 'story', 'osm', 'fabulous', 'maine', 'ise', 'phle', 'dekha', 'tha', 'pr', 'jab', 'nazron', 'ke', 'samne', 'ata', 'hai', 'to', 'dekh', 'hi', 'leti', 'hu']","['sach', 'm', 'itni', 'cute', 'meri', 'sallri', 'ho', 'to', 'main', 'to', 'kabhi', 'bhi', 'usko', 'damag', 'na', 'hone', 'du', 'such', 'm', 'y', 'bhot', 'emot', 'tha', 'us', 'cute', 'se', 'ladk', 'ko', 'itni', 'buri', 'condit', 'm', 'dekhna', 'btw', 'stori', 'osm', 'fabul', 'main', 'ise', 'phle', 'dekha', 'tha', 'pr', 'jab', 'nazron', 'ke', 'samn', 'ata', 'hai', 'to', 'dekh', 'hi', 'leti', 'hu']",0.7783,0.054000000000000006,0.76,0.18600000000000003,0.2611111111111111,0.7472222222222222,0.3703703703703704,0,0,neu
71,Nitesh Shahi,wow what a creative writer,0,0,2021-08-28T08:53:49Z,28,8,8,"['wow', 'what', 'a', 'creative', 'writer']","['wow', 'what', 'a', 'creativ', 'writer']",0.7717,0.0,0.23,0.77,0.3,1.0,1.0,0,0,pos
72,Tabu Hafeez,what is her sources of income she not doing any work at day,0,0,2021-08-28T08:52:35Z,28,8,8,"['what', 'is', 'her', 'sources', 'of', 'income', 'she', 'not', 'doing', 'any', 'work', 'at', 'day']","['what', 'is', 'her', 'sourc', 'of', 'incom', 'she', 'not', 'do', 'ani', 'work', 'at', 'day']",0.0,0.0,1.0,0.0,0.0,0.0,0.6923076923076923,0,0,neu
73,Roo bee,your salary is better than mine,0,0,2021-08-28T08:52:35Z,28,8,8,"['your', 'salary', 'is', 'better', 'than', 'mine']","['your', 'salari', 'is', 'better', 'than', 'mine']",0.4404,0.0,0.633,0.36700000000000005,0.5,0.5,2.0,0,0,neu
74,Barshana,i wish i have this salary,0,0,2021-08-28T05:20:59Z,28,5,8,"['i', 'wish', 'i', 'have', 'this', 'salary']","['i', 'wish', 'i', 'have', 'this', 'salari']",0.4019,0.0,0.526,0.474,0.0,0.0,1.8333333333333333,0,0,neu
75,Mayur Atre,what a concept,0,0,2021-08-28T05:20:59Z,28,5,8,"['what', 'a', 'concept']","['what', 'a', 'concept']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neu
76,Amit Asale,my salary is my princess i always take care of her every month,0,0,2021-08-28T01:25:49Z,28,1,8,"['my', 'salary', 'is', 'my', 'princess', 'i', 'always', 'take', 'care', 'of', 'her', 'every', 'month']","['my', 'salari', 'is', 'my', 'princess', 'i', 'alway', 'take', 'care', 'of', 'her', 'everi', 'month']",0.4939,0.0,0.775,0.225,0.0,0.0,1.3076923076923073,0,0,neu
77,Asmita,with covid salary has stayed away for months missing you so much,0,0,2021-08-28T01:25:49Z,28,1,8,"['with', 'covid', 'salary', 'has', 'stayed', 'away', 'for', 'months', 'missing', 'you', 'so', 'much']","['with', 'covid', 'salari', 'has', 'stay', 'away', 'for', 'month', 'miss', 'you', 'so', 'much']",-0.29600000000000004,0.16699999999999998,0.833,0.0,0.0,0.125,0.75,0,0,neu
78,Gagan Patel,your content is osm,0,0,2021-08-27T06:04:15Z,27,6,8,"['your', 'content', 'is', 'osm']","['your', 'content', 'is', 'osm']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neu
79,Abhinav C,is that adithi from godha malayalam film of tovino ohhhh i love her acting,0,0,2021-08-27T06:04:15Z,27,6,8,"['is', 'that', 'adithi', 'from', 'godha', 'malayalam', 'film', 'of', 'tovino', 'ohhhh', 'i', 'love', 'her', 'acting']","['is', 'that', 'adithi', 'from', 'godha', 'malayalam', 'film', 'of', 'tovino', 'ohhhh', 'i', 'love', 'her', 'act']",0.6369,0.0,0.741,0.259,0.25,0.3,0.4285714285714285,0,0,neu
80,Ujjal Das,she is really cute also play is good and intellectual,0,0,2021-08-26T10:30:35Z,26,10,8,"['she', 'is', 'really', 'cute', 'also', 'play', 'is', 'good', 'and', 'intellectual']","['she', 'is', 'realli', 'cute', 'also', 'play', 'is', 'good', 'and', 'intellectu']",0.9033,0.0,0.33,0.67,0.5,0.6666666666666666,1.3,0,0,pos
81,Md Arif,here life 20k month half gone to family at home half for me still hoping for things get better,0,0,2021-08-26T10:30:35Z,26,10,8,"['here', 'life', '20k', 'month', 'half', 'gone', 'to', 'family', 'at', 'home', 'half', 'for', 'me', 'still', 'hoping', 'for', 'things', 'get', 'better']","['here', 'life', '20k', 'month', 'half', 'gone', 'to', 'famili', 'at', 'home', 'half', 'for', 'me', 'still', 'hope', 'for', 'thing', 'get', 'better']",0.6908,0.0,0.7490000000000001,0.251,0.05555555555555556,0.2777777777777777,0.9473684210526312,0,0,neu
82,Naseem Khan,without logic kuch b bnate h,0,0,2021-08-26T09:13:22Z,26,9,8,"['without', 'logic', 'kuch', 'b', 'bnate', 'h']","['without', 'logic', 'kuch', 'b', 'bnate', 'h']",0.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0,0,neu
83,Zain,i liked the video and the moral of the story but unconsciously i also felt like it is showing how a girl uses boys as their salary atm card might be because of the genders as the money salary is shown as a boy and the person spending it is shown as a girl and in the party also the salary was a boy and the person spending it was a girl,0,0,2021-08-26T09:13:22Z,26,9,8,"['i', 'liked', 'the', 'video', 'and', 'the', 'moral', 'of', 'the', 'story', 'but', 'unconsciously', 'i', 'also', 'felt', 'like', 'it', 'is', 'showing', 'how', 'a', 'girl', 'uses', 'boys', 'as', 'their', 'salary', 'atm', 'card', 'might', 'be', 'because', 'of', 'the', 'genders', 'as', 'the', 'money', 'salary', 'is', 'shown', 'as', 'a', 'boy', 'and', 'the', 'person', 'spending', 'it', 'is', 'shown', 'as', 'a', 'girl', 'and', 'in', 'the', 'party', 'also', 'the', 'salary', 'was', 'a', 'boy', 'and', 'the', 'person', 'spending', 'it', 'was', 'a', 'girl']","['i', 'like', 'the', 'video', 'and', 'the', 'moral', 'of', 'the', 'stori', 'but', 'unconsci', 'i', 'also', 'felt', 'like', 'it', 'is', 'show', 'how', 'a', 'girl', 'use', 'boy', 'as', 'their', 'salari', 'atm', 'card', 'might', 'be', 'becaus', 'of', 'the', 'gender', 'as', 'the', 'money', 'salari', 'is', 'shown', 'as', 'a', 'boy', 'and', 'the', 'person', 'spend', 'it', 'is', 'shown', 'as', 'a', 'girl', 'and', 'in', 'the', 'parti', 'also', 'the', 'salari', 'was', 'a', 'boy', 'and', 'the', 'person', 'spend', 'it', 'was', 'a', 'girl']",0.8271,0.0,0.877,0.12300000000000001,0.3,0.525,1.097222222222222,0,0,neu
84,Rosi 1999,this teaches that you shouldn t overspend and use your salary when required,14,0,2021-08-24T15:32:57Z,24,15,8,"['this', 'teaches', 'that', 'you', 'shouldn', 't', 'overspend', 'and', 'use', 'your', 'salary', 'when', 'required']","['this', 'teach', 'that', 'you', 'shouldn', 't', 'overspend', 'and', 'use', 'your', 'salari', 'when', 'requir']",0.0,0.0,1.0,0.0,0.0,0.0,0.6923076923076923,0,1,neu
85,Sourav Mohapatra,wamiqa is such a cutie,0,0,2021-08-24T15:32:57Z,24,15,8,"['wamiqa', 'is', 'such', 'a', 'cutie']","['wamiqa', 'is', 'such', 'a', 'cuti']",0.3612,0.0,0.545,0.455,0.0,0.5,0.0,0,0,neu
86,Buluchem Gunja,very much related,0,0,2021-08-24T12:36:56Z,24,12,8,"['very', 'much', 'related']","['veri', 'much', 'relat']",0.0,0.0,1.0,0.0,0.0,0.4,0.0,0,0,neu
87,Siva Mahalingam,she crying i am sorry really sorry me awwww,3,0,2021-08-24T12:36:56Z,24,12,8,"['she', 'crying', 'i', 'am', 'sorry', 'really', 'sorry', 'me', 'awwww']","['she', 'cri', 'i', 'am', 'sorri', 'realli', 'sorri', 'me', 'awwww']",-0.5719,0.5329999999999999,0.467,0.0,-0.175,0.875,0.1111111111111111,0,1,neg
88,S Jayakrishnan,need a next part,0,0,2021-08-24T10:00:14Z,24,10,8,"['need', 'a', 'next', 'part']","['need', 'a', 'next', 'part']",0.0,0.0,1.0,0.0,0.0,0.0,0.5,0,0,neu
89,Pradip,it s true life is hard nowadays avoid unnecessary expense,11,0,2021-08-24T10:00:14Z,24,10,8,"['it', 's', 'true', 'life', 'is', 'hard', 'nowadays', 'avoid', 'unnecessary', 'expense']","['it', 's', 'true', 'life', 'is', 'hard', 'nowaday', 'avoid', 'unnecessari', 'expens']",0.0516,0.29,0.484,0.226,-0.11388888888888893,0.6972222222222223,1.1,0,1,neu
90,Legend Killer s Creation,really amazing creativity,0,0,2021-08-23T17:14:11Z,23,17,8,"['really', 'amazing', 'creativity']","['realli', 'amaz', 'creativ']",0.7889,0.0,0.125,0.875,0.6000000000000001,0.9,0.6666666666666666,0,0,pos
91,S M,salary great acting,0,0,2021-08-23T17:14:11Z,23,17,8,"['salary', 'great', 'acting']","['salari', 'great', 'act']",0.6249,0.0,0.32799999999999996,0.672,0.4,0.375,3.666666666666667,0,0,pos
92,ved tripathi,what a content man head s off,0,0,2021-08-22T23:03:09Z,22,23,8,"['what', 'a', 'content', 'man', 'head', 's', 'off']","['what', 'a', 'content', 'man', 'head', 's', 'off']",0.0,0.0,1.0,0.0,0.0,0.0,0.2857142857142857,0,0,neu
93,Root Of All Evil,someone s salary is good someone s bad we should always spend it thoughtfully,1,0,2021-08-22T23:03:09Z,22,23,8,"['someone', 's', 'salary', 'is', 'good', 'someone', 's', 'bad', 'we', 'should', 'always', 'spend', 'it', 'thoughtfully']","['someon', 's', 'salari', 'is', 'good', 'someon', 's', 'bad', 'we', 'should', 'alway', 'spend', 'it', 'thought']",0.2732,0.193,0.49700000000000005,0.309,0.1333333333333334,0.5888888888888889,1.4285714285714282,0,1,neu
94,Aswini PS,basically having a salary man in reality is good for realising the value of money it s really entertaining to watch out good work guys,61,0,2021-08-22T22:58:39Z,22,22,8,"['basically', 'having', 'a', 'salary', 'man', 'in', 'reality', 'is', 'good', 'for', 'realising', 'the', 'value', 'of', 'money', 'it', 's', 'really', 'entertaining', 'to', 'watch', 'out', 'good', 'work', 'guys']","['basic', 'have', 'a', 'salari', 'man', 'in', 'realiti', 'is', 'good', 'for', 'realis', 'the', 'valu', 'of', 'money', 'it', 's', 'realli', 'entertain', 'to', 'watch', 'out', 'good', 'work', 'guy']",0.8858,0.0,0.625,0.375,0.6333333333333333,0.6333333333333334,0.8000000000000002,0,1,neu
95,Anima Chatterjee,this is truth,0,0,2021-08-22T22:58:39Z,22,22,8,"['this', 'is', 'truth']","['this', 'is', 'truth']",0.3182,0.0,0.465,0.535,0.0,0.0,0.3333333333333333,0,0,pos
96,Onkar Degloorkar,please don t laugh it s a true story,0,0,2021-08-20T23:08:17Z,20,23,8,"['please', 'don', 't', 'laugh', 'it', 's', 'a', 'true', 'story']","['pleas', 'don', 't', 'laugh', 'it', 's', 'a', 'true', 'stori']",0.8271,0.0,0.256,0.7440000000000001,0.325,0.375,0.7777777777777779,0,0,pos
97,Sunita Aggarwal,salute to writer wonderful brainfull concept and acting and direction are so amazing,1,0,2021-08-20T23:08:17Z,20,23,8,"['salute', 'to', 'writer', 'wonderful', 'brainfull', 'concept', 'and', 'acting', 'and', 'direction', 'are', 'so', 'amazing']","['salut', 'to', 'writer', 'wonder', 'brainful', 'concept', 'and', 'act', 'and', 'direct', 'are', 'so', 'amaz']",0.8613,0.0,0.562,0.43799999999999994,0.5333333333333333,0.6333333333333333,0.4615384615384616,0,1,neu
98,Aneena Ramakrishnan,is this girl from godha malayalam movie,0,0,2021-08-20T12:30:13Z,20,12,8,"['is', 'this', 'girl', 'from', 'godha', 'malayalam', 'movie']","['is', 'this', 'girl', 'from', 'godha', 'malayalam', 'movi']",0.0,0.0,1.0,0.0,0.0,0.0,0.7142857142857142,0,0,neu
99,Rocky Gurumayum,don t know why yt is recommending this to me again after so long,0,0,2021-08-20T12:30:13Z,20,12,8,"['don', 't', 'know', 'why', 'yt', 'is', 'recommending', 'this', 'to', 'me', 'again', 'after', 'so', 'long']","['don', 't', 'know', 'whi', 'yt', 'is', 'recommend', 'this', 'to', 'me', 'again', 'after', 'so', 'long']",0.0,0.0,1.0,0.0,-0.05,0.4,0.07142857142857142,0,0,neu
100,Venkatesh Tulabandula,but the reality salary would be her boyfriend or husband,0,0,2021-08-20T07:03:01Z,20,7,8,"['but', 'the', 'reality', 'salary', 'would', 'be', 'her', 'boyfriend', 'or', 'husband']","['but', 'the', 'realiti', 'salari', 'would', 'be', 'her', 'boyfriend', 'or', 'husband']",0.0,0.0,1.0,0.0,0.0,0.0,1.5000000000000002,0,0,neu
101,Devlok Avenue,job walo ki salary hoti h aur freelancers to bs date krte h,0,0,2021-08-20T07:03:01Z,20,7,8,"['job', 'walo', 'ki', 'salary', 'hoti', 'h', 'aur', 'freelancers', 'to', 'bs', 'date', 'krte', 'h']","['job', 'walo', 'ki', 'salari', 'hoti', 'h', 'aur', 'freelanc', 'to', 'bs', 'date', 'krte', 'h']",0.1027,0.0,0.877,0.12300000000000001,0.0,0.0,1.5384615384615383,0,0,neu
102,Devlok Avenue,my life in 8 and a half minutes,0,0,2021-08-19T08:35:53Z,19,8,8,"['my', 'life', 'in', '8', 'and', 'a', 'half', 'minutes']","['my', 'life', 'in', '8', 'and', 'a', 'half', 'minut']",0.0,0.0,1.0,0.0,-0.16666666666666666,0.16666666666666666,0.25,0,0,neu
103,Nakul Dev,actress of malayalam film godhaacted with tovino,0,0,2021-08-19T08:35:53Z,19,8,8,"['actress', 'of', 'malayalam', 'film', 'godhaacted', 'with', 'tovino']","['actress', 'of', 'malayalam', 'film', 'godhaact', 'with', 'tovino']",0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0,0,neu
104,Kavya Balu,her rent 14 000 her electricity bill 6000 her maid s salary 3000,29,2,2021-08-19T03:15:09Z,19,3,8,"['her', 'rent', '14', '000', 'her', 'electricity', 'bill', '6000', 'her', 'maid', 's', 'salary', '3000']","['her', 'rent', '14', '000', 'her', 'electr', 'bill', '6000', 'her', 'maid', 's', 'salari', '3000']",0.0,0.0,1.0,0.0,0.0,0.0,1.6923076923076918,1,1,neu
105,Asutosh Pradhan,now i remembered that she is mannu from grahan web series,0,0,2021-08-19T03:15:09Z,19,3,8,"['now', 'i', 'remembered', 'that', 'she', 'is', 'mannu', 'from', 'grahan', 'web', 'series']","['now', 'i', 'rememb', 'that', 'she', 'is', 'mannu', 'from', 'grahan', 'web', 'seri']",0.0,0.0,1.0,0.0,0.0,0.0,0.4545454545454546,0,0,neu
106,Sar zn gaming,pilot salary come in car because his salary is 3 lake per month,0,0,2021-08-18T19:50:51Z,18,19,8,"['pilot', 'salary', 'come', 'in', 'car', 'because', 'his', 'salary', 'is', '3', 'lake', 'per', 'month']","['pilot', 'salari', 'come', 'in', 'car', 'becaus', 'his', 'salari', 'is', '3', 'lake', 'per', 'month']",0.0,0.0,1.0,0.0,0.0,0.0,2.461538461538461,0,0,neu
107,Suraksha Tank,she was one of the actress of sixteen,0,0,2021-08-18T19:50:51Z,18,19,8,"['she', 'was', 'one', 'of', 'the', 'actress', 'of', 'sixteen']","['she', 'was', 'one', 'of', 'the', 'actress', 'of', 'sixteen']",0.0,0.0,1.0,0.0,0.0,0.0,0.125,0,0,neu
108,Pooja Sharma,are grahan series wali h ye to,0,0,2021-08-18T13:52:17Z,18,13,8,"['are', 'grahan', 'series', 'wali', 'h', 'ye', 'to']","['are', 'grahan', 'seri', 'wali', 'h', 'ye', 'to']",0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0,0,neu
109,Sipra Tripathi,i don t even earn how can i relate,0,0,2021-08-18T13:52:17Z,18,13,8,"['i', 'don', 't', 'even', 'earn', 'how', 'can', 'i', 'relate']","['i', 'don', 't', 'even', 'earn', 'how', 'can', 'i', 'relat']",0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0,0,neu
110,L sunita,this girl is me,0,0,2021-08-18T11:23:40Z,18,11,8,"['this', 'girl', 'is', 'me']","['this', 'girl', 'is', 'me']",0.0,0.0,1.0,0.0,0.0,0.0,1.25,0,0,neu
111,Sandeep,thanks for reminding to pay rent just paid,0,0,2021-08-18T11:23:40Z,18,11,8,"['thanks', 'for', 'reminding', 'to', 'pay', 'rent', 'just', 'paid']","['thank', 'for', 'remind', 'to', 'pay', 'rent', 'just', 'paid']",0.3612,0.136,0.583,0.282,0.2,0.2,2.375,0,0,neu
112,Vishal Mishra,they should rename it if your better half is your salary,0,0,2021-08-18T02:43:32Z,18,2,8,"['they', 'should', 'rename', 'it', 'if', 'your', 'better', 'half', 'is', 'your', 'salary']","['they', 'should', 'renam', 'it', 'if', 'your', 'better', 'half', 'is', 'your', 'salari']",0.4404,0.0,0.775,0.225,0.16666666666666669,0.3333333333333333,1.181818181818182,0,0,neu
113,Krishna Singh,leave the job do something for you not for your boss,0,0,2021-08-18T02:43:32Z,18,2,8,"['leave', 'the', 'job', 'do', 'something', 'for', 'you', 'not', 'for', 'your', 'boss']","['leav', 'the', 'job', 'do', 'someth', 'for', 'you', 'not', 'for', 'your', 'boss']",-0.0516,0.107,0.893,0.0,0.0,0.0,1.2727272727272725,0,0,neu
114,Krishna Singh,excellent job acted well phenomenal thought,0,0,2021-08-17T21:24:41Z,17,21,8,"['excellent', 'job', 'acted', 'well', 'phenomenal', 'thought']","['excel', 'job', 'act', 'well', 'phenomen', 'thought']",0.7003,0.0,0.408,0.5920000000000001,0.75,0.75,1.5,0,0,pos
115,Sumit Chakraborty,harsh reality beautifully picturised just awesome,0,0,2021-08-17T21:24:41Z,17,21,8,"['harsh', 'reality', 'beautifully', 'picturised', 'just', 'awesome']","['harsh', 'realiti', 'beauti', 'picturis', 'just', 'awesom']",0.7096,0.212,0.21899999999999997,0.569,0.5499999999999999,0.9,0.6666666666666666,0,0,pos
116,Mariam Hamzat,this is super creative,0,0,2021-08-17T17:09:12Z,17,17,8,"['this', 'is', 'super', 'creative']","['this', 'is', 'super', 'creativ']",0.7783,0.0,0.22699999999999998,0.773,0.4166666666666666,0.8333333333333333,0.75,0,0,pos
117,R K2,what job she do that pays her this much,0,0,2021-08-17T17:09:12Z,17,17,8,"['what', 'job', 'she', 'do', 'that', 'pays', 'her', 'this', 'much']","['what', 'job', 'she', 'do', 'that', 'pay', 'her', 'this', 'much']",0.0,0.0,1.0,0.0,0.2,0.2,0.8888888888888891,0,0,neu
118,kadam Sneha 2404,excellent video my net salary is 52000 since 4 5 yrs i m working but i don t have savings upto 10 to 15 days after salary i become rich after that i become poor begar this video learned me alot,1,0,2021-08-17T15:50:59Z,17,15,8,"['excellent', 'video', 'my', 'net', 'salary', 'is', '52000', 'since', '4', '5', 'yrs', 'i', 'm', 'working', 'but', 'i', 'don', 't', 'have', 'savings', 'upto', '10', 'to', '15', 'days', 'after', 'salary', 'i', 'become', 'rich', 'after', 'that', 'i', 'become', 'poor', 'begar', 'this', 'video', 'learned', 'me', 'alot']","['excel', 'video', 'my', 'net', 'salari', 'is', '52000', 'sinc', '4', '5', 'yrs', 'i', 'm', 'work', 'but', 'i', 'don', 't', 'have', 'save', 'upto', '10', 'to', '15', 'day', 'after', 'salari', 'i', 'becom', 'rich', 'after', 'that', 'i', 'becom', 'poor', 'begar', 'this', 'video', 'learn', 'me', 'alot']",0.4767,0.1,0.725,0.175,0.24375,0.5875,0.7804878048780489,0,1,neu
